"id","uf","municipio","zona","lat","long","codTSE"
"67490-016","SP","Nazaré Paulista","16","-23.1786958103212","-46.4025902149896","67490"
"12530-036","PI","Tamboril do Piauí","36","-8.40043177981924","-42.909688830207","12530"
"75272-101","PR","Coronel Vivida","101","-25.9781534973136","-52.56708663537599","75272"
"31933-008","SE","Nossa Senhora de Lourdes","8","-10.0786160363819","-37.0504728834465","31933"
"18759-046","RN","Taipu","46","-5.61966667508864","-35.5988465612551","18759"
"34770-130","BA","Coração de Maria","130","-12.2479210096698","-38.7505165473666","34770"
"91111-015","MS","Miranda","15","-20.2393334984304","-56.3901982861341","91111"
"42676-072","MG","Caratinga","72","-19.7886622","-42.1345692","42676"
"58459-073","RJ","Laje do Muriaé","73","-21.2057208346119","-42.1311744192347","58459"
"58777-226","RJ","Petrópolis","226","-22.387823","-43.132446","58777"
"42064-212","MG","Frei Lagonegro","212","-18.1650807115073","-42.7652952385537","42064"
"86681-132","RS","Dois Irmãos das Missões","132","-27.6575367306726","-53.5308646235229","86681"
"11037-019","PI","Jaicós","19","-7.3531523269815","-41.1464748134968","11037"
"61360-010","SP","Barra do Chapéu","10","-24.471425998576","-49.0271391368039","61360"
"80837-090","SC","Concórdia","90","-27.223061","-52.026087","80837"
"13919-111","CE","Frecheirinha","111","-3.76061193132909","-40.8214052011868","13919"
"74543-076","PR","Mauá da Serra","76","-23.901296442416","-51.2264634713856","74543"
"54216-134","MG","Wenceslau Braz","134","-22.5290130389873","-45.3567739530528","54216"
"70432-175","SP","Santa Mercedes","175","-21.3469107449519","-51.75897424214491","70432"
"05770-085","PA","Medicilândia","85","-3.44541741207353","-52.88834535072431","05770"
"93734-001","GO","Goiânia","1","-16.6901597","-49.2754142","93734"
"24910-010","PE","Olinda","10","-7.9978266","-34.8410593","24910"
"83550-031","SC","Tijucas","31","-27.2394536064421","-48.6320705638696","83550"
"95915-047","GO","São Domingos","47","-13.402013256787","-46.3151052424492","95915"
"85421-104","RS","Pouso Novo","104","-29.16976125152","-52.2108697395067","85421"
"74110-128","PR","Alto Piquiri","128","-24.0190125557152","-53.4412490788684","74110"
"73415-028","TO","Rio dos Bois","28","-9.343742238385209","-48.5330479716015","73415"
"56774-030","ES","Nova Venécia","30","-18.7129060010519","-40.401547877017","56774"
"12637-081","PI","Floresta do Piauí","81","-7.466795374663409","-41.800314291439","12637"
"24015-065","PE","Custódia","65","-8.089001999736791","-37.6410965906668","24015"
"65153-302","SP","Indiaporã","302","-19.977542998787","-50.288981041994","65153"
"52035-262","MG","Santo Antônio do Itambé","262","-18.4689716449488","-43.3037794094908","52035"
"92398-030","TO","Araguaçu","30","-12.9255837114497","-49.8286124432782","92398"
"65510-359","SP","Itapevi","359","-23.5469339993084","-46.933372863488","65510"
"92827-007","GO","Rio Quente","7","-17.7677458116172","-48.7726682958329","92827"
"38865-191","BA","São José do Jacuípe","191","-11.5053260934227","-40.0236558829144","38865"
"75450-140","PR","Enéas Marques","140","-25.9407559819665","-53.166185268213","75450"
"98396-066","AM","Manaquiri","66","-3.4290796692398","-60.4588813063745","98396"
"88900-081","RS","Toropi","81","-29.472141699946","-54.22801099673821","88900"
"58734-028","RJ","Paraíba do Sul","28","-22.1619815415235","-43.2895444648457","58734"
"41335-316","MG","Betim","316","-19.9676978","-44.1981955","41335"
"15830-035","CE","Viçosa do Ceará","35","-3.566012753083339","-41.0916290750336","15830"
"71072-403","SP","São Paulo","403","-23.4524847","-46.7356391","71072"
"47619-310","MG","Lassance","310","-17.8951151799682","-44.5793585587481","47619"
"65072-051","SP","Iguape","51","-24.7069541957087","-47.55313740881761","65072"
"35530-042","BA","Ibiquera","42","-12.6499286122177","-40.9354210018921","35530"
"60011-206","RJ","Rio de Janeiro","206","-22.970267","-43.186356","60011"
"08540-053","MA","Sucupira do Riachão","53","-6.42010840491652","-43.5458533208452","08540"
"43699-205","MG","Consolação","205","-22.5504650351415","-45.9222507202093","43699"
"27359-051","AL","Carneiros","51","-9.480679720571191","-37.3747504206165","27359"
"07684-110","MA","Igarapé do Meio","110","-3.63670852174581","-45.1833277021706","07684"
"13897-082","CE","Fortaleza","82","-3.720347599999999","-38.5174072","13897"
"48852-190","MG","Nanuque","190","-17.8389933513878","-40.3517388336104","48852"
"73075-009","TO","Angico","9","-6.387752749515889","-47.8620778391735","73075"
"85936-152","RS","Carlos Barbosa","152","-29.2982968050683","-51.50381762998361","85936"
"73237-006","TO","Tupiratins","6","-8.395529996685101","-48.1229957408688","73237"
"14818-087","CE","Mucambo","87","-3.90602997946979","-40.7452804651593","14818"
"89389-148","RS","Quatro Irmãos","148","-27.8211966879008","-52.44276860450621","89389"
"58971-132","RJ","São Gonçalo","132","-22.8240509","-43.0485135","58971"
"35890-088","BA","Iraquara","88","-12.243501016026","-41.6179588573912","35890"
"37699-175","BA","Palmas de Monte Alto","175","-14.257350993905","-43.1705121315164","37699"
"91880-026","MS","Sonora","26","-17.5813552339093","-54.7549062179542","91880"
"92215-003","GO","Anápolis","3","-16.3201519","-48.9513213","92215"
"42480-237","MG","Vargem Grande do Rio Pardo","237","-15.4024006154337","-42.3092908662842","42480"
"15920-047","CE","Ibicuitinga","47","-4.9691664226615","-38.6408630485786","15920"
"10014-030","PI","Agricolândia","30","-5.79550193524498","-42.6591831974356","10014"
"42404-165","MG","Setubinha","165","-17.5970190161596","-42.166438310787","42404"
"41700-135","MG","Aricanduva","135","-17.8677629379612","-42.5592310545725","41700"
"44334-171","MG","Diogo de Vasconcelos","171","-20.4875057988403","-43.1965768271676","44334"
"07986-105","MA","Nova Colinas","105","-7.120566003330109","-46.2593252229153","07986"
"03085-004","RR","Rorainópolis","4","0.9371953935666531","-60.42506049398191","03085"
"61727-361","SP","Hortolândia","361","-22.858394999324","-47.2210966097575","61727"
"24570-011","PE","Jaboatão dos Guararapes","11","-8.1588204","-34.9277431","24570"
"69353-104","SP","Quatá","104","-22.2494047977098","-50.69794738935021","69353"
"48372-346","MG","Minduri","346","-21.6775434801615","-44.6092928194542","48372"
"93572-063","GO","Firminópolis","63","-16.5764612330051","-50.3036343394174","93572"
"48194-180","MG","Mato Verde","180","-15.3973215524923","-42.8665147238001","48194"
"88480-044","RS","Unistalda","44","-29.0474850247827","-55.1507805181379","88480"
"90492-014","MS","Camapuã","14","-19.535259798153","-54.04330948642801","90492"
"09431-040","MA","Tutóia","40","-2.76355019679769","-42.2768472076943","09431"
"75876-161","PR","Guaratuba","161","-25.8742419742585","-48.5757259604424","75876"
"28550-018","AL","Roteiro","18","-9.832189489870441","-35.9812102213933","28550"
"71498-362","SP","Sumaré","362","-22.8096555","-47.22976310000001","71498"
"63916-159","SP","Duartina","159","-22.414881375142","-49.40504541063301","63916"
"63851-233","SP","Dolcinópolis","233","-20.1228706604465","-50.51536308402459","63851"
"41513-195","MG","Bom Jesus da Penha","195","-21.0172693105307","-46.523543613945","41513"
"75370-119","PR","Curiúva","119","-24.0358255885853","-50.4594055244877","75370"
"61557-299","SP","Araçatuba","299","-21.187262","-50.446601","61557"
"60011-232","RJ","Rio de Janeiro","232","-22.884482","-43.448147","60011"
"81809-018","SC","Luzerna","18","-27.1298960684448","-51.4679460432033","81809"
"52159-272","MG","São Bento Abade","272","-21.5790480158487","-45.0753606266928","52159"
"79391-071","PR","Uniflor","71","-23.0860486565645","-52.1600108240348","79391"
"75086-152","PR","Ariranha do Ivaí","152","-24.3832887440802","-51.5879178388767","75086"
"25313-008","PE","Recife","8","-8.0717521","-34.881805","25313"
"57932-009","ES","Santa Maria de Jetibá","9","-20.0288140575806","-40.7416178006497","57932"
"19976-052","PB","Coremas","52","-7.01691828395432","-37.945537275175","19976"
"82414-024","SC","Paulo Lopes","24","-27.9498162318052","-48.6814954135887","82414"
"34592-135","BA","Coaraci","135","-14.6368142023404","-39.5523042559245","34592"
"81876-102","SC","Laurentino","102","-27.212388100834","-49.75526366097989","81876"
"45136-100","MG","Felixlândia","100","-18.7543565609492","-44.8965866173716","45136"
"39870-133","BA","Santa Luzia","133","-15.4327879841502","-39.3324934250425","39870"
"37559-146","BA","Nova Canaã","146","-14.7935980872055","-40.145174652014","37559"
"10529-021","PI","São José do Divino","21","-3.80571635637436","-41.830108769217","10529"
"45993-046","MG","Ibituruna","46","-21.1464850105162","-44.7384635851603","45993"
"23353-108","PE","Betânia","108","-8.26984078935774","-38.0387381366471","23353"
"80896-092","SC","Criciúma","92","-28.6750644","-49.3716173","80896"
"10570-022","PI","Corrente","22","-10.440936037787","-45.1633125235767","10570"
"82473-009","SC","Peritiba","9","-27.3773092807288","-51.9098146670515","82473"
"70572-264","SP","Santo André","264","-23.634005","-46.5321451","70572"
"53813-112","MG","Toledo","112","-22.7433948073974","-46.3789726564943","53813"
"84956-147","RS","Silveira Martins","147","-29.6452500577358","-53.58523747361191","84956"
"51055-047","MG","Rio Manso","47","-20.2616823645489","-44.3102050445654","51055"
"25917-050","PE","Tabira","50","-7.59113651277521","-37.5402657741875","25917"
"68152-171","SP","Paraíso","171","-21.0157929987192","-48.7725289127498","68152"
"14613-045","CE","Massapê","45","-3.523870584166569","-40.3421348648013","14613"
"92134-014","TO","Alvorada","14","-12.4788153204241","-49.12681140673","92134"
"79278-075","PR","Toledo","75","-24.719775","-53.745963","79278"
"39969-151","BA","Nova Ibiá","151","-13.8099073655959","-39.6256860494916","39969"
"52752-282","MG","São Miguel do Anta","282","-20.7059175898337","-42.7208990463332","52752"
"48658-325","MG","Montes Claros","325","-16.735744","-43.846940","48658"
"74802-038","PR","Santa Maria do Oeste","38","-24.934183996161","-51.8677097950836","74802"
"82511-068","SC","Balneário Piçarras","68","-26.7691705377435","-48.6750513539987","82511"
"95095-131","GO","Padre Bernardo","131","-15.1643554195231","-48.2859656163306","95095"
"83950-093","SC","Correia Pinto","93","-27.584808344196","-50.363760554615","83950"
"91898-014","MT","Juscimeira","14","-16.0446851886071","-54.8887609429504","91898"
"93831-029","GO","Guarani de Goiás","29","-13.9389114964226","-46.4803757074661","93831"
"47392-270","MG","Ladainha","270","-17.6244796691424","-41.740449939658","47392"
"87637-104","RS","Nova Bréscia","104","-29.2165114317433","-52.0179835406117","87637"
"14397-010","CE","Jaguaribe","10","-5.88645904480724","-38.6230050492668","14397"
"19593-036","PB","Brejo dos Santos","36","-6.37618330800432","-37.8237101751213","19593"
"87807-031","RS","São Pedro da Serra","31","-29.4214298411956","-51.514326527241","87807"
"41106-329","MG","Natalândia","329","-16.503836483103","-46.4975343552908","41106"
"41068-166","MG","Miravânia","166","-14.7478394002466","-44.4120754278479","41068"
"32450-025","SE","Telha","25","-10.2091732233525","-36.8838500415647","32450"
"90654-012","MS","Coxim","12","-18.508410538078","-54.75805595019331","90654"
"67911-012","SP","Oscar Bressane","12","-22.3178820542364","-50.2841261658479","67911"
"65714-026","SP","Itatinga","26","-23.1042734009958","-48.6133802692841","65714"
"51195-294","MG","Rio Vermelho","294","-18.3011105686442","-43.0224390980622","51195"
"46434-305","MG","Itaguara","305","-20.3906782164324","-44.4867779577883","46434"
"64777-393","SP","Guarulhos","393","-23.4481151","-46.54809059999999","64777"
"39594-120","BA","Valente","120","-11.4124895353846","-39.4642460663082","39594"
"16594-056","RN","Cruzeta","56","-6.41317640674593","-36.7917053203155","16594"
"10863-012","PI","Lagoa de São Francisco","12","-4.39274638650902","-41.6054686902431","10863"
"65811-065","SP","Itupeva","65","-23.1534096255036","-47.0557011520917","65811"
"61190-202","SP","Altinópolis","202","-21.0245826439404","-47.37328029289009","61190"
"08370-110","MA","Monção","110","-3.49393247988506","-45.2475846706441","08370"
"43958-163","MG","Córrego Danta","163","-19.8264100213334","-45.8984710283885","43958"
"86908-118","RS","Lindolfo Collor","118","-29.6008035849824","-51.2081553215577","86908"
"93416-025","TO","Dianópolis","25","-11.6252318776921","-46.82040906694351","93416"
"69710-056","SP","Riversul","56","-23.8313350058819","-49.43669671891351","69710"
"46515-079","MG","Itamarati de Minas","79","-21.4194556171953","-42.8185933585145","46515"
"35734-026","BA","Ilhéus","26","-14.7863224","-39.0593471","35734"
"71579-416","SP","Taboão da Serra","416","-23.6243537","-46.7816915","71579"
"62650-050","SP","Buritizal","50","-20.1931482210267","-47.70886003951751","62650"
"58416-106","RJ","Itaocara","106","-21.6705026726489","-42.0777295245708","58416"
"73059-011","TO","Maurilândia do Tocantins","11","-5.95256642101555","-47.5048799601751","73059"
"89443-049","RS","Santa Margarida do Sul","49","-30.3451034500873","-54.09095467035859","89443"
"57037-032","ES","Vila Velha","32","-20.3351747","-40.2839872","57037"
"12602-073","PI","Ribeira do Piauí","73","-7.69057550090679","-42.7140434913463","12602"
"65730-245","SP","Itirapina","245","-22.2539679731431","-47.8198848666073","65730"
"38490-016","BA","Salvador","16","-12.8755354","-38.4639065","38490"
"36730-101","BA","Jussiape","101","-13.512950341668","-41.5901420145899","36730"
"31798-014","SE","Maruim","14","-10.7369324032216","-37.0833143406492","31798"
"64335-047","SP","Gália","47","-22.2940192475961","-49.55211132983","64335"
"40290-007","MG","Além Paraíba","7","-21.8768037112111","-42.6959466024573","40290"
"04707-075","PA","Canaã dos Carajás","75","-6.53219661541585","-49.8489584319153","04707"
"88013-111","RS","Porto Alegre","111","-30.024025","-51.174651","88013"
"20001-018","PB","Santa Cecília","18","-7.74290596196375","-35.877474466628","20001"
"00680-026","RO","Cujubim","26","-9.37819339875335","-62.587174531921","00680"
"70939-018","SP","São José do Barreiro","18","-22.6464898959586","-44.5783409613194","70939"
"61808-152","SP","Pontalinda","152","-20.4408338423258","-50.524602015676","61808"
"75213-010","PR","Contenda","10","-25.6807663088526","-49.5316118696956","75213"
"76791-144","PR","Mandirituba","144","-25.7596206123546","-49.3227825970264","76791"
"58017-116","RJ","Angra dos Reis","116","-23.010027","-44.3212292","58017"
"40126-213","MG","Divisa Alegre","213","-15.7239399544468","-41.3400243277944","40126"
"65633-377","SP","Itaquaquecetuba","377","-23.4847622","-46.3529575","65633"
"41602-166","MG","São João das Missões","166","-14.8825334834434","-44.0812622895275","41602"
"34797-060","BA","Cordeiros","60","-15.0372341084395","-41.9357339067348","34797"
"64114-150","SP","Fernandópolis","150","-20.2823829893859","-50.2487484305834","64114"
"78778-052","PR","São João do Triunfo","52","-25.691875063187","-50.3080640619123","78778"
"27014-039","AL","Água Branca","39","-9.26702549675024","-37.940715175965","27014"
"33715-150","BA","Biritinga","150","-11.6201102626089","-38.8121589228975","33715"
"70670-182","SP","Santo Expedito","182","-21.8468050505537","-51.3909209814133","70670"
"78336-131","PR","Salgado Filho","131","-26.1704605179045","-53.3621154225924","78336"
"88072-145","RS","Putinga","145","-28.9987556533305","-52.1599106947089","88072"
"74691-025","PR","Cambará","25","-23.0412664793198","-50.0775707225535","74691"
"19810-072","PB","Campina Grande","72","-7.2315723","-35.8921784","19810"
"79294-019","PR","Tomazina","19","-23.7790448556974","-49.9551515410795","79294"
"74101-126","PR","Anahy","126","-24.6475824579028","-53.1333198286711","74101"
"44733-267","MG","Engenheiro Caldas","267","-19.1981028697075","-42.0498416857745","44733"
"11193-087","PI","Marcos Parente","87","-7.11929537721884","-43.8883140086213","11193"
"58971-071","RJ","Niterói","71","-22.898168","-43.095879","58971"
"18899-049","RN","Upanema","49","-5.641797659085369","-37.2601469419864","18899"
"71072-376","SP","São Paulo","376","-23.4978802","-46.6941332","71072"
"39993-098","BA","Wanderley","98","-12.1201503136183","-43.8889295198526","39993"
"74659-159","PR","Cafeara","159","-22.7882352402966","-51.71500550850761","74659"
"80020-040","SC","Iporã do Oeste","40","-26.9960166785808","-53.5395118843069","80020"
"17973-047","RN","Pendências","47","-5.25678817077005","-36.7191460402508","17973"
"91413-032","MS","Ribas do Rio Pardo","32","-20.4436755249679","-53.761677624322","91413"
"80705-045","SC","Paraíso","45","-26.6152629700366","-53.6753141316767","80705"
"27138-029","AL","Batalha","29","-9.67459302765737","-37.1270918944836","27138"
"00078-025","RO","Ariquemes","25","-9.9083241","-63.03354849999999","00078"
"92304-007","TO","Marianópolis do Tocantins","7","-9.79888035903371","-49.6510339944378","92304"
"95273-020","TO","Peixe","20","-12.0297738304679","-48.537810626336","95273"
"92703-040","GO","Senador Canedo","40","-16.7185753194796","-49.0879668327789","92703"
"82350-050","SC","Palma Sola","50","-26.3465081330525","-53.2799772512092","82350"
"62260-098","SP","Taquaral","98","-21.0726084993664","-48.4086549184105","62260"
"16659-040","RN","Encanto","40","-6.111134200432891","-38.3048789906516","16659"
"15857-104","CE","Maracanaú","104","-3.8809762","-38.628675","15857"
"61247-363","SP","Pedrinhas Paulista","363","-22.8112152129571","-50.792165655457","61247"
"94579-066","GO","Maurilândia","66","-17.9720829880918","-50.3389113971531","94579"
"21695-026","PB","Santa Luzia","26","-6.871863261658069","-36.9216783300447","21695"
"88706-096","RS","Sete de Setembro","96","-28.130416322586","-54.4636861823155","88706"
"92541-021","TO","Sampaio","21","-5.34929561632131","-47.8757924571994","92541"
"80640-065","SC","São João do Oeste","65","-27.0974826246758","-53.59596667974431","80640"
"63193-032","SP","Cássia dos Coqueiros","32","-21.2850004278906","-47.1671058770489","63193"
"41041-168","MG","Martins Soares","168","-20.2582291953711","-41.8757909081753","41041"
"71072-374","SP","São Paulo","374","-23.5733181","-46.7251749","71072"
"71390-080","SP","Severínia","80","-20.809385787136","-48.80153397943139","71390"
"62510-027","SP","Bragança Paulista","27","-22.9568954993218","-46.5423333739798","62510"
"66451-068","SP","Lorena","68","-22.7316930319565","-45.1242481441632","66451"
"27910-050","AL","Maravilha","50","-9.233997063053881","-37.3566354220481","27910"
"62197-387","SP","Bauru","387","-22.3317882","-49.0704696","62197"
"81540-049","SC","Jupiá","49","-26.3937028172771","-52.73438054075789","81540"
"80217-067","SC","Anitápolis","67","-27.9098868965521","-49.1315993662195","80217"
"50571-293","MG","Pratápolis","293","-20.7441844533399","-46.86091734170161","50571"
"25330-097","PE","Riacho das Almas","97","-8.12703278032356","-35.8608749474581","25330"
"33790-105","BA","Boninal","105","-12.7151207919083","-41.8243284848072","33790"
"17493-006","RN","Maxaranguape","6","-5.50545626559337","-35.262074868072","17493"
"71650-061","SP","Taiúva","61","-21.1295562876441","-48.4539353422828","71650"
"25771-071","PE","Serra Talhada","71","-7.987997519739989","-38.2963149474727","25771"
"50733-104","MG","Quartel Geral","104","-19.2676900949276","-45.55886338595919","50733"
"23264-070","PE","Jatobá","70","-9.185069992223699","-38.2750376623843","23264"
"58211-101","RJ","Cantagalo","101","-21.9818398581366","-42.365977599021","58211"
"07676-029","MA","Colinas","29","-6.02736552000001","-44.2497802305352","07676"
"37591-079","BA","Nova Soure","79","-11.2380081968684","-38.4846139269682","37591"
"42277-326","MG","Campo Florido","326","-19.7654453926818","-48.57300346818481","42277"
"10073-032","PI","Altos","32","-5.03654643417531","-42.4609480355568","10073"
"16152-018","RN","Angicos","18","-5.660365328900829","-36.6054328737792","16152"
"39110-167","BA","Serrolândia","167","-11.4160318977423","-40.299905217028","39110"
"90450-041","MS","Brasilândia","41","-21.247118143325","-52.0362967948522","90450"
"18392-065","RN","São João do Sabugi","65","-6.71122434979627","-37.2041396579503","18392"
"23205-085","PE","Araçoiaba","85","-7.78564187226091","-35.0939665275382","23205"
"71030-129","SP","São Manuel","129","-22.7364599843268","-48.56876328126789","71030"
"31437-017","SE","Feira Nova","17","-10.2705325205918","-37.3161177206926","31437"
"45098-101","MG","São Gonçalo do Rio Preto","101","-18.0063941609235","-43.3845437324083","45098"
"92053-087","GO","Alexânia","87","-16.0861676200633","-48.5096363918634","92053"
"68713-337","SP","Piquete","337","-22.6111668845098","-45.18356942449769","68713"
"88366-021","RS","Fazenda Vilanova","21","-29.5885745288629","-51.8211830446408","88366"
"12041-022","PI","Sebastião Barros","22","-10.8166752202534","-44.8332841775162","12041"
"59218-111","RJ","Valença","111","-22.2447194305176","-43.7048436783271","59218"
"19496-039","PB","Bonito de Santa Fé","39","-7.31076308161944","-38.5164953050679","19496"
"86550-061","RS","Farroupilha","61","-29.2236791860307","-51.3483495737698","86550"
"87424-033","RS","Pontão","33","-28.0618408385805","-52.6753994466165","87424"
"82376-041","SC","Palmitos","41","-27.0702505484029","-53.1622672928949","82376"
"88617-102","RS","Santo Cristo","102","-27.8199297338217","-54.66874789529041","88617"
"52019-234","MG","Santo Antônio do Grama","234","-20.3125002773247","-42.6138987970154","52019"
"92290-096","GO","Aporé","96","-18.9588774465667","-51.92807299992891","92290"
